company_name,_name_key,country,region_bucket,revenue_eur_latest,ebitda_eur_latest,revenue_year,employees,industry_code,ownership_status,inactive,business_model_tags,ai_fde_match_prior,description,source,stage_status
CREAM CONSULTING,cream consulting,BE,Benelux,22300000.0,3300000.0,,99,6202,Unknown,False,,True,"Cream Consulting is a high-end technology consultancy specializing in data engineering, software development, and digital transformation. Their existing expertise in data architecture and cloud-native solutions provides a robust foundation for pivoting into AI-heavy workloads like RAG and multi-agent deployment. Given their focus on complex systems and strategic IT consulting, they possess the engineering rigor required to effectively implement forward-deployed AI solutions for enterprise clients.",Orbis Screened,raw
CERENCE,cerence,BE,Benelux,22100000.0,5600000.0,,78,6201,Unknown,False,,True,"Cerence is a specialized technology firm focused on advanced AI-driven automotive and IoT solutions, including conversational AI, natural language understanding, and voice-enabled multi-modal interfaces. Their deep engineering expertise in deploying complex, embedded and cloud-based AI models aligns perfectly with the FDE thesis of bridging high-end AI research with enterprise-grade, scalable production environments. Their technical stack and specialized vertical focus demonstrate the necessary maturity to execute and maintain sophisticated AI pipelines.",Orbis Screened,raw
PROMATIS SOFTWARE GMBH,promatis software gmbh,DE,DACH,22100000.0,1400000.0,,181,6201,Unknown,False,,True,"PROMATIS is a specialized Oracle transformation and software engineering firm with strong technical depth in enterprise process integration and data architecture. Their focus on high-end business process management (BPM) and digital transformation provides a solid foundation for pivoting into AI Forward Deployed Engineering, specifically for orchestrating complex RAG pipelines and enterprise-grade multi-agent workflows. Given their proven track record in complex software engineering and legacy system integration, they possess the high-quality human capital necessary to scale AI deployment services for the DACH market.",Orbis Screened,raw
CVATION A/S,cvation a s,DK,Denmark,21500000.0,5700000.0,,109,6201,Unknown,False,,True,"CVATION A/S is a high-end software engineering consultancy that specializes in digital transformation, custom cloud-native development, and complex systems integration. Their technical pedigree and existing focus on data architecture, cloud infrastructure, and enterprise-grade software development provide a strong foundation to pivot into AI Forward Deployed Engineering. As an established NACE 6201 firm with high engineering talent density, they fit the 'High Potential' criteria to transition toward deploying proprietary RAG systems and multi-agent workflows for enterprise clients.",Orbis Screened,raw
CONFINITY,confinity,BE,Benelux,20800000.0,4099999.9999999995,,17,6202,Unknown,False,,True,"Confinity is a specialized IT consultancy focusing on high-end enterprise architecture, cloud infrastructure, and data-driven solutions, which aligns with the technical DNA required for FDE. Their core competencies in data strategy and system integration provide a strong foundation for scaling AI pipelines and RAG implementations. Their focus on complex backend engineering rather than low-value commodity services makes them a prime candidate for an AI-pivot strategy.",Orbis Screened,raw
AMARIS CONSULTING BELGIUM,amaris consulting belgium,BE,Benelux,20800000.0,1200000.0,,97,6202,Unknown,False,,True,"Amaris Consulting is a global technology consulting firm with significant scale and deep engineering capabilities in data science and AI integration. Their service portfolio includes enterprise-grade automation, machine learning deployment, and digital transformation, which aligns with the high-potential criteria for pivoting toward advanced FDE operations. Given their robust technical infrastructure and existing focus on data engineering and AI-driven business solutions, they represent a strong candidate for scaling complex AI pipeline deployments.",Orbis Screened,raw
RESULT-IT,result it,BE,Benelux,20800000.0,1700000.0,,102,6202,Unknown,False,,True,"RESULT-IT operates as a high-end technical consultancy specializing in data-driven architectures and digital transformation, which aligns with our criteria for firms with the engineering caliber required for AI scaling. Their focus on custom software solutions and cloud-native infrastructure provides a strong foundation for pivoting toward deploying RAG systems and LLM-based agentic workflows. They demonstrate the technical depth necessary to bridge the gap between complex enterprise data environments and practical AI implementation.",Orbis Screened,raw
COMSYSTO REPLY GMBH,comsysto reply gmbh,DE,DACH,20400000.0,4300000.0,,98,6209,Unknown,False,,True,"Comsysto Reply is a highly technical software consultancy specializing in cloud-native development, event-driven architectures, and advanced data engineering. They have a proven track record in building complex enterprise systems and have actively integrated GenAI and LLM-based solutions into their service portfolio for digital transformation. Their deep engineering pedigree and focus on custom software architecture align well with the 'High Potential' criteria for transitioning into full-scale AI Forward Deployed Engineering.",Orbis Screened,raw
FACTORY SOFTWARE GMBH,factory software gmbh,DE,DACH,19600000.0,2300000.0,,42,6201,Unknown,False,,True,"Factory Software GmbH is an established specialized software engineering firm with strong technical capabilities in industrial automation and complex enterprise system architecture. Their expertise in building robust, high-performance software for industrial environments positions them as an ideal candidate to pivot toward the deployment and maintenance of AI-driven industrial agents and RAG systems. Their engineering-first approach satisfies the requirements for high-potential firms capable of scaling sophisticated AI infrastructure for B2B enterprises.",Orbis Screened,raw
BLUECRUX INTERNATIONAL,bluecrux international,BE,Benelux,19200000.0,2700000.0,,69,6202,Unknown,False,,True,"Bluecrux specializes in supply chain planning and digital transformation, leveraging advanced data modeling, simulation, and predictive analytics to optimize complex enterprise environments. Their technical stack and focus on bridging operational data with decision-support systems make them a strong candidate for pivoting toward proprietary RAG and multi-agent AI workflow orchestration. They possess the high-quality engineering maturity required to integrate specialized AI models into mission-critical supply chain software.",Orbis Screened,raw
AVANADE DENMARK A/S,avanade denmark a s,DK,Denmark,18600000.0,1000000.0,,37,6202,Unknown,False,,True,"Avanade, a joint venture between Microsoft and Accenture, is a premier consultancy deeply integrated into the Microsoft Azure AI ecosystem. They possess the high-end engineering talent and enterprise-grade infrastructure necessary to deliver complex generative AI solutions, custom RAG systems, and agentic workflows at scale. Their specific focus on 'AI-first' enterprise transformation aligns perfectly with the FDE thesis, as they actively bridge the gap between advanced research and practical corporate implementation.",Orbis Screened,raw
WPS - WORKPLACE SOLUTIONS GMBH,wps workplace solutions gmbh,DE,DACH,18600000.0,2500000.0,,165,6201,Unknown,False,,True,"WPS - Workplace Solutions GmbH is a highly specialized German software engineering consultancy with deep expertise in complex software architectures, model-based engineering, and high-performance computing. Their focus on custom, mission-critical systems and technical consulting provides a strong foundation for an AI FDE pivot, as they possess the necessary engineering maturity to implement RAG pipelines and multi-agent systems for enterprise clients. Given their technical pedigree and NACE 6201 classification, they represent a high-potential asset capable of transitioning from traditional custom development to high-value AI deployment.",Orbis Screened,raw
ARHS DEVELOPMENTS S.A.,arhs developments s a,LU,Benelux,18400000.0,1300000.0,,n.v.,6201,Unknown,False,,True,"ARHS Developments is a robust software engineering group with deep expertise in complex enterprise architecture and system integration, which aligns with the technical foundation required for FDE. Their portfolio includes data-heavy project implementations and digital transformation services for government and banking sectors, indicating a high capacity to pivot toward bespoke AI pipeline and RAG deployments. Their focus on highly specialized engineering services rather than commodity IT support makes them a strong candidate for scaling AI-driven enterprise solutions.",Orbis Screened,raw
ONIRYX,oniryx,BE,Benelux,18200000.0,2100000.0,,55,6201,Unknown,False,,True,"ONIRYX is a high-end digital transformation consultancy specializing in complex cloud architecture, data engineering, and custom software development, which aligns perfectly with our FDE criteria. Their technical focus on modern cloud stacks and data-driven solutions provides the foundational engineering depth required to successfully pivot into bespoke AI deployment and RAG system integration for enterprise clients. They operate well above the level of commodity IT services, positioning them as a strong candidate for scaling high-value AI professional services.",Orbis Screened,raw
NOMIOS BELGIUM,nomios belgium,BE,Benelux,17900000.0,2000000.0,,18,6202,Unknown,False,,True,"Nomios Belgium is a high-end cybersecurity and secure network infrastructure provider with deep technical expertise in complex cloud architectures and managed services. Their strong focus on secure data integration and infrastructure resilience provides a solid foundation for pivoting into secure, enterprise-grade AI deployment and RAG-based systems. Their engineering capability in managing sensitive enterprise environments aligns well with the technical rigor required for high-stakes AI Forward Deployed Engineering.",Orbis Screened,raw
WESTERNACHER SOLUTIONS GMBH,westernacher solutions gmbh,DE,DACH,17900000.0,1900000.0,,147,6201,Unknown,False,,True,"Westernacher Solutions is a specialized SAP and enterprise software consultancy with deep technical expertise in data-heavy industrial and logistics architectures. Their established history of complex systems integration and process automation provides the necessary engineering foundation to transition effectively into enterprise-grade AI deployment, RAG, and agentic workflow integration for their sophisticated industrial client base.",Orbis Screened,raw
ICON INCAR GMBH,icon incar gmbh,DE,DACH,17700000.0,1900000.0,,103,6201,Unknown,False,,True,"ICON INCAR GMBH is a specialized automotive software engineering firm with high technical depth in embedded systems, HMI, and connected vehicle architecture. Given their deep integration into the automotive stack and current focus on smart vehicle platforms, they represent high-quality engineering talent perfectly positioned to pivot toward deploying edge AI, computer vision, and agentic workflows within the mobility sector. They are not a generic IT shop but a specialized engineering partner capable of scaling complex AI-driven automotive applications.",Orbis Screened,raw
AVID TECHNOLOGY GMBH,avid technology gmbh,DE,DACH,17600000.0,1100000.0,,111,6201,Unknown,False,,True,"Avid Technology GmbH focuses on high-end software engineering and digital transformation, aligning with the criteria for high-potential engineering firms capable of pivoting to AI scaling. Their work in complex systems architecture and enterprise-grade software development provides the technical foundation necessary for implementing proprietary RAG systems and multi-agent workflows. By leveraging their existing engineering talent, the company is well-positioned to transition from traditional software development into a forward-deployed AI engineering model.",Orbis Screened,raw
ITELIO GMBH,itelio gmbh,DE,DACH,17400000.0,2300000.0,,88,6201,Unknown,False,,True,"ITELIO GmbH is a specialized IT service provider focused on complex software architecture, cloud infrastructure, and data-driven application development. Their expertise in high-end backend engineering and systems integration provides a strong foundation for an FDE pivot, as they possess the technical maturity to manage complex data pipelines and RAG implementations. Given their focus on custom solution architecture rather than commodity IT services, they align well with our thesis of scaling high-quality engineering talent into enterprise AI deployment.",Orbis Screened,raw
FLEXSO FOR PEOPLE,flexso for people,BE,Benelux,17400000.0,1600000.0,,58,6202,Unknown,False,,True,"Flexso is a well-established Belgian SAP consultancy with deep expertise in cloud architecture, data engineering, and automation. They possess strong technical capabilities in building enterprise-grade data pipelines and have increasingly integrated SAP Business AI and intelligent automation into their service portfolio. Given their established infrastructure and engineering talent base, they are well-positioned to pivot into high-value AI Forward Deployed Engineering for enterprise clients.",Orbis Screened,raw
IS SOFTWARE GMBH,is software gmbh,DE,DACH,16900000.0,1400000.0,,118,6201,Unknown,False,,True,"IS SOFTWARE GMBH demonstrates strong technical maturity as a high-end software development firm specializing in complex, data-intensive enterprise architectures and modern digital transformation. Their focus on custom development, cloud-native solutions, and systems engineering provides the essential infrastructure and engineering rigor required to pivot toward scaling AI deployment and RAG-based systems for enterprise clients. Given their NACE 6201 classification and established reputation for technical depth, they represent a strong candidate for an FDE-focused acquisition strategy.",Orbis Screened,raw
ESCRIBA AG,escriba ag,DE,DACH,16900000.0,3600000.0,,46,6201,Unknown,False,,True,"ESCRIBA AG is a specialized software house focused on complex document automation, process orchestration, and digital transformation, which serves as a robust foundation for AI integration. Their deep expertise in enterprise-grade workflow automation and structured data management aligns with the technical requirements for deploying RAG and multi-agent systems. Given their high engineering maturity in the German market, they possess the necessary human capital and domain expertise to effectively pivot toward sophisticated AI Forward Deployed Engineering services.",Orbis Screened,raw
DATA SHIFT,data shift,BE,Benelux,16800000.0,3700000.0,,85,6202,Unknown,False,,True,"DATA SHIFT operates as a specialized data engineering and consultancy firm in Belgium, focusing on sophisticated data pipelines and architectural foundations required for AI implementation. Their technical focus on modern data stacks and infrastructure management provides a strong foundation for pivoting into Forward Deployed Engineering, specifically within custom RAG and LLM-based enterprise workflows. Given their NACE code 6202 and high-end technical profile, they align well with our thesis of scaling high-quality engineering talent to address the gap between AI research and practical enterprise deployment.",Orbis Screened,raw
ENFOCUS,enfocus,BE,Benelux,16700000.0,5900000.0,,35,6201,Unknown,False,,True,"Enfocus is a Belgium-based software engineering firm with strong technical capabilities in complex system architecture, automation, and integration. Their deep expertise in software development and technical consultancy provides a high-quality foundation for pivoting into AI Forward Deployed Engineering, specifically for building enterprise-grade AI pipelines and multi-agent workflows. They align well with the thesis of an engineering-heavy service provider capable of bridging the gap between research and practical business application.",Orbis Screened,raw
FLEXSO BRUSSELS,flexso brussels,BE,Benelux,16399999.999999998,1100000.0,,39,6202,Unknown,False,,True,"Flexso is a high-end digital transformation consultancy specializing in SAP integration and custom software development with strong technical engineering capabilities. They have already established a dedicated AI practice, focusing on generative AI, intelligent automation, and machine learning integration within complex enterprise environments. Their deep domain expertise in SAP and data architecture positions them as an ideal candidate to pivot toward advanced AI Forward Deployed Engineering, bridging the gap between legacy systems and proprietary AI workflows.",Orbis Screened,raw
CIMT OBJECTS AG,cimt objects ag,DE,DACH,15500000.0,2000000.0,,106,6202,Unknown,False,,True,"Cimt objects AG is an established IT consulting firm specializing in data integration, business intelligence, and complex software engineering within enterprise environments. Their deep expertise in handling large-scale data infrastructures and backend systems provides a high-quality foundation for pivoting into AI Forward Deployed Engineering, specifically for RAG and data-intensive AI pipelines. They possess the high-end technical pedigree required to move beyond standard IT support into sophisticated AI deployment for their existing industrial and financial client base.",Orbis Screened,raw
XPLM SOLUTION GMBH,xplm solution gmbh,DE,DACH,15200000.0,1500000.0,,14,6201,Unknown,False,,True,"XPLM Solution GmbH specializes in PLM (Product Lifecycle Management) integration and complex enterprise system architecture, which requires deep domain expertise in data orchestration and connectivity. Their focus on digital thread engineering and system interoperability provides a strong technical foundation to pivot into AI-driven data pipelines and agentic workflows for industrial enterprises. Given their existing role as a specialized engineering partner for complex tech stacks, they represent a high-potential candidate for scaling forward-deployed AI engineering services.",Orbis Screened,raw
DEVOTEAM G CLOUD BELUX,devoteam g cloud belux,BE,Benelux,15200000.0,3900000.0,,57,6201,Unknown,False,,True,"Devoteam G Cloud is a premier Google Cloud partner with deep expertise in cloud-native architecture, data engineering, and MLOps, which directly aligns with the FDE thesis. They actively deploy advanced generative AI solutions, including enterprise RAG systems and Vertex AI integrations, for complex B2B environments. Their high-level engineering capabilities provide a strong foundation for scaling AI pipelines, making them a high-potential candidate for our investment criteria.",Orbis Screened,raw
VOLUE GERMANY GMBH,volue germany gmbh,DE,DACH,15100000.0,1800000.0,,64,6201,Unknown,False,,True,"Volue Germany is a specialized technology provider focused on the energy sector, delivering advanced software solutions for power grid management, trading, and asset optimization. Their core operations involve high-stakes data engineering, complex algorithm development, and predictive modeling, which are highly transferable to AI-driven industrial applications. Their existing technical infrastructure and industry-specific domain expertise position them as a strong candidate for an FDE pivot to deploy AI-agent workflows for energy transition and smart grid scaling.",Orbis Screened,raw
CFM GMBH,cfm gmbh,DE,DACH,15000000.0,2700000.0,,50,6201,Unknown,False,,True,"CFM GmbH (Center for Facility Management) demonstrates strong potential as a technical services firm with deep domain expertise in complex enterprise software architecture and system integration. Given their focus on high-end custom software development and operational process optimization within German enterprise sectors, they possess the high-quality engineering talent necessary to pivot toward deploying RAG systems and custom AI pipelines. Their capability to deliver bespoke technical solutions makes them a viable candidate for scaling specialized AI services within industrial and administrative enterprise environments.",Orbis Screened,raw
BIRKLE IT AG,birkle it ag,DE,DACH,14700000.0,3300000.0,,64,6201,Unknown,False,,True,"BIRKLE IT AG functions as a high-end software engineering and cloud consultancy with deep expertise in complex infrastructure and data systems. Their service portfolio already includes data engineering, cloud-native architecture, and machine learning implementation, positioning them as a strong candidate for an FDE pivot. Given their German-market presence and technical depth in enterprise-grade software development, they possess the necessary engineering foundation to scale AI-integrated workflows and RAG deployment for industrial clients.",Orbis Screened,raw
ITC INFOTECH GMBH,itc infotech gmbh,DE,DACH,14700000.0,1100000.0,,83,6201,Unknown,False,,True,"ITC Infotech GmbH is a major global technology services provider that has already integrated AI-led offerings into its core portfolio, specifically focusing on custom AI/ML pipelines and generative AI solutions for enterprises. Their depth in complex software engineering and existing expertise in data engineering, cloud migration, and intelligent automation positions them as a strong candidate for scaling Forward Deployed Engineering. They have moved beyond basic IT services to offer specialized AI consulting and proprietary digital transformation frameworks, aligning well with our investment thesis.",Orbis Screened,raw
BRAIN,brain,BE,Benelux,14700000.0,2400000.0,,33,6202,Unknown,False,,True,"BRAIN (Belgium) specializes in high-end data engineering, machine learning, and advanced analytics, positioning them as a strong candidate for an AI FDE investment. Their technical focus on building scalable data platforms and custom AI-driven decision systems directly aligns with the requirement for bridging research and enterprise application. With a strong engineering pedigree in complex software architecture, they possess the necessary foundation to scale multi-agent workflows and proprietary RAG implementations for industrial clients.",Orbis Screened,raw
INTECH S.A.,intech s a,LU,Benelux,14600000.0,1300000.0,,n.v.,6201,Unknown,False,,True,"INTECH S.A. is a well-established software engineering firm specializing in complex enterprise solutions, digital transformation, and custom application development. Their strong technical foundation in legacy systems, cloud architecture, and data integration provides the necessary infrastructure to pivot effectively toward AI forward-deployed engineering. Given their focus on mission-critical software and high-end professional services, they represent a high-potential asset capable of scaling proprietary RAG systems and multi-agent workflows for enterprise clients.",Orbis Screened,raw
JARVISS,jarviss,BE,Benelux,13700000.0,1100000.0,,14,6202,Unknown,False,,True,"JARVISS, based in Belgium, specializes in specialized IT consultancy and software solutions that fit the profile of high-potential firms capable of scaling AI implementations. Their focus on custom software architecture and technical advisory provides a strong foundation for the transition into high-end AI deployment, RAG systems, and agentic workflows. They demonstrate the requisite technical depth and engineering expertise to pivot into our AI Forward Deployed Engineering thesis.",Orbis Screened,raw
FLEXSO DIGITAL,flexso digital,BE,Benelux,13500000.0,2400000.0,,64,6202,Unknown,False,,True,"Flexso Digital is a high-end SAP and cloud consultancy with deep integration capabilities, specifically focused on modernizing legacy enterprise stacks. They have already incorporated AI into their service portfolio through specialized SAP Business AI implementations, intelligent automation, and data platform modernization. Their strong engineering pedigree and established enterprise footprint make them a prime candidate for scaling forward-deployed AI engineering services.",Orbis Screened,raw
EMPOWER GMBH,empower gmbh,DE,DACH,13500000.0,2600000.0,,117,6201,Unknown,False,,True,"Empower GmbH specializes in high-end software engineering and digital product development, positioning them as a strong candidate for an AI FDE pivot. Their technical focus on complex architecture and scalable cloud infrastructure aligns well with the requirements for deploying proprietary RAG systems and multi-agent workflows. Given their engineering-first culture, they possess the necessary human capital to transition from traditional development into high-value AI integration for enterprise clients.",Orbis Screened,raw
TET T GMBH,tet t gmbh,DE,DACH,13300000.0,1900000.0,,50,6201,Unknown,False,,True,"TET T GMBH (operating as tet-t.de) specializes in high-end software engineering and digital transformation, focusing on complex industrial and enterprise-grade system architectures. Their technical profile aligns with our criteria for firms capable of pivoting to advanced AI integration, as they possess the necessary infrastructure and engineering depth to deploy custom AI pipelines and data-driven solutions for enterprise clients. The firm functions as a sophisticated technology partner rather than a low-value service provider, making them a strong candidate for an AI FDE strategy.",Orbis Screened,raw
MINDBREEZE GMBH,mindbreeze gmbh,AT,DACH,13200000.0,4000000.0,,51,6201,Unknown,False,,True,"Mindbreeze is a highly relevant prospect as they specialize in enterprise search and knowledge management powered by their core AI engine, 'Mindbreeze InSpire'. Their platform natively integrates RAG, semantic search, and machine learning pipelines, positioning them as an established vendor in the AI-driven data processing and enterprise intelligence space. They demonstrate significant technical depth in deploying custom AI solutions that bridge the gap between unstructured data silos and actionable insight, fitting perfectly within the FDE thesis.",Orbis Screened,raw
HEADMIND PARTNERS BELGIUM,headmind partners belgium,BE,Benelux,12600000.0,1500000.0,,90,6202,Unknown,False,,True,"Headmind Partners is a specialized digital transformation and consulting firm that focuses on high-end data engineering, cloud architecture, and software development. Their expertise in complex enterprise architecture and data management provides a robust foundation for pivoting into AI-focused 'Forward Deployed Engineering.' Given their focus on digital strategy and technical implementation for corporate clients, they represent a strong high-potential target for scaling custom AI deployments and RAG-based enterprise solutions.",Orbis Screened,raw
ORGANI,organi,BE,Benelux,12400000.0,1300000.0,,83,6201,Unknown,False,,True,"ORGANI (Organi NV) is a well-established Belgian software house specializing in enterprise resource planning, cloud solutions, and digital transformation for specific sectors like logistics and local government. Their current focus on complex, bespoke backend systems and cloud infrastructure provides the necessary engineering foundation to pivot toward deploying advanced RAG and custom AI workflows. Given their existing deep integration with client enterprise data, they are well-positioned to evolve into an FDE partner for organizations looking to operationalize AI within complex legacy environments.",Orbis Screened,raw
FORCEA,forcea,BE,Benelux,12100000.0,1700000.0,,45,6201,Unknown,False,,True,FORCEA operates as a high-end software engineering consultancy specializing in custom application development and complex cloud-native architectures. Their focus on bespoke backend development and scalable system design aligns with the technical foundation required to pivot into enterprise AI deployment and RAG pipeline integration. They represent a strong candidate for an FDE model due to their engineering-first culture and experience in high-impact B2B software delivery.,Orbis Screened,raw
MERKATOR,merkator,BE,Benelux,11800000.0,1400000.0,,49,6202,Unknown,False,,True,"Merkator is a specialized technology consultancy with strong expertise in data integration, complex spatial data management, and utility infrastructure optimization. Their technical focus on handling massive, siloed enterprise data sets positions them as an ideal candidate to pivot into AI Forward Deployed Engineering, particularly for RAG-based systems requiring high data integrity. Given their background in deep infrastructure projects and professional services, they possess the high-quality engineering talent required to execute complex, multi-agent AI deployments for enterprise clients.",Orbis Screened,raw
IFACTO BUSINESS SOLUTIONS,ifacto business solutions,BE,Benelux,11500000.0,1200000.0,,38,6202,Unknown,False,,True,"IFACTO is a prominent Odoo gold partner with deep expertise in enterprise resource planning and bespoke software integration. Their core competencies in complex ERP customization and cloud architecture provide a strong technical foundation to pivot into AI-driven automation and custom RAG implementations for the mid-market. Given their focus on high-value business process engineering, they possess the necessary engineering maturity to deploy scalable AI workflows.",Orbis Screened,raw
NORRIQ FINANCIAL SERVICES,norriq financial services,BE,Benelux,10900000.0,1100000.0,,74,6201,Unknown,False,,True,"NORRIQ is a well-established digital transformation consultancy that specializes in complex enterprise architecture and business applications, notably within the Microsoft ecosystem. Their focus on ERP/CRM integration and high-end software development provides the necessary technical infrastructure and engineering talent to pivot toward scaling AI deployment and RAG-based enterprise solutions. Given their background in data-heavy professional services, they represent a high-potential candidate for our AI Forward Deployed Engineering thesis.",Orbis Screened,raw
DATASENSE,datasense,BE,Benelux,10800000.0,1500000.0,,40,6202,Unknown,False,,True,"DataSense is a Belgian consultancy specializing in data engineering, advanced analytics, and machine learning implementation. Their focus on building bespoke data pipelines and deploying scalable AI architectures directly aligns with the FDE thesis of bridging the gap between raw data assets and production-grade AI application. Their high technical competence in custom backend infrastructure makes them a strong candidate to pivot or expand further into proprietary RAG and multi-agent workflows.",Orbis Screened,raw
THEO TECHNOLOGIES,theo technologies,BE,Benelux,10500000.0,4300000.0,,35,6201,Unknown,False,,True,"THEO Technologies specializes in high-performance video infrastructure and advanced streaming technology, providing the low-latency engineering depth required for complex, data-intensive deployments. Their technical DNA in handling sophisticated media pipelines provides a strong foundation for pivoting into AI-driven video analytics, edge processing, and real-time inference workflows. Given their engineering-heavy business model, they represent a high-potential candidate for scaling sophisticated AI deployments into enterprise environments.",Orbis Screened,raw
INFO SUPPORT,info support,BE,Benelux,10200000.0,1700000.0,,68,6201,Unknown,False,,True,"Info Support is a mature software engineering firm with strong technical competencies in custom enterprise development and cloud architecture. They have established dedicated AI and Data Science practices that focus on practical enterprise applications, including generative AI, LLM integration, and predictive modeling. Their existing capability to deploy complex data pipelines and custom software aligns well with the Forward Deployed Engineering thesis, offering a high-potential foundation for scaling advanced AI workflows.",Orbis Screened,raw
XPLORE,xplore,BE,Benelux,10100000.0,1200000.0,,25,6201,Unknown,False,,True,"XPLORE is a Belgium-based technical consultancy specializing in geospatial data, satellite imagery, and advanced data engineering, which aligns well with the technical prerequisites for AI FDE. They possess strong capabilities in processing complex datasets and deploying sophisticated computational pipelines, creating a natural pathway to implement RAG and multi-agent AI workflows for enterprise clients. Their focus on high-end engineering architecture rather than basic IT services makes them a high-potential candidate for pivoting into specialized AI deployment.",Orbis Screened,raw
NEOCX GMBH,neocx gmbh,DE,DACH,9400000.0,1300000.0,,79,6201,Unknown,False,,True,"NEOCX GMBH operates as a specialized software development house focusing on modern cloud-native architectures and complex system integrations. Their technical profile aligns with the 'High Potential' criteria, as they possess the core engineering talent required to pivot into AI-driven service delivery, such as bespoke RAG pipelines and enterprise-grade multi-agent deployments. They avoid the common pitfalls of low-value web agencies, positioning themselves well for the AI Forward Deployed Engineering investment thesis.",Orbis Screened,raw
INFRONT,infront,BE,Benelux,9400000.0,1700000.0,,22,6201,Unknown,False,,True,"INFRONT is a well-established Belgian software engineering firm specializing in bespoke digital solutions, data integration, and complex cloud architecture. Their focus on high-end software development and technical consultancy provides the necessary foundation and engineering talent to pivot toward AI Forward Deployed Engineering, specifically in developing custom AI pipelines and enterprise-grade data workflows. They represent a high-potential acquisition target for scaling AI capabilities within the enterprise space.",Orbis Screened,raw
IZIKO,iziko,BE,Benelux,9200000.0,1400000.0,,35,6201,Unknown,False,,True,"IZIKO specializes in high-end data engineering, cloud-native architecture, and machine learning implementation, which directly aligns with the 'High Potential' criteria for FDE. Their focus on custom data pipeline design and software development provides the necessary technical foundation to scale advanced AI and LLM-based RAG solutions for enterprise clients. By operating as a sophisticated engineering partner rather than a low-value IT shop, they possess the talent density required to execute complex AI deployment projects.",Orbis Screened,raw
ELISION,elision,BE,Benelux,8500000.0,1800000.0,,36,6202,Unknown,False,,True,"Elision is a well-established Belgian digital consultancy specializing in complex cloud-native architectures, enterprise integration, and data platform engineering. Their deep expertise in Microsoft Azure and advanced data analytics provides a robust technical foundation for a pivot into AI-forward deployed engineering. Their focus on custom high-value enterprise software solutions aligns with our mandate for firms capable of architecting and scaling proprietary RAG and AI pipeline workflows.",Orbis Screened,raw
PEOPLEWARE,peopleware,BE,Benelux,7800000.0,1000000.0,,50,6201,Unknown,False,,True,"PEOPLEWARE is a well-established Belgian software engineering firm with strong technical capabilities in cloud architecture and custom application development. Their existing proficiency in complex system integration and digital transformation provides a solid foundation for pivoting into AI Forward Deployed Engineering, specifically for enterprise-grade RAG and data pipeline implementation. As a high-quality boutique consultancy, they possess the requisite engineering rigor to bridge the gap between AI research and practical, scalable deployment.",Orbis Screened,raw
ASTENA,astena,BE,Benelux,7600000.0,1200000.0,,34,6201,Unknown,False,,True,"Astena operates as a high-end software development firm specializing in cloud-native applications and custom industrial software, fitting the profile of a high-potential engineering consultancy. Their technical focus on complex systems architecture and digital transformation provides a strong foundation for pivoting toward AI forward-deployed engineering. They demonstrate the sophisticated engineering DNA required to bridge the gap between research and production-grade enterprise AI deployment.",Orbis Screened,raw
PYRAMID,pyramid,BE,Benelux,7100000.0,1200000.0,,12,6201,Unknown,False,,True,"Pyramid is a Belgian software engineering firm specializing in complex, custom-built enterprise solutions, which aligns with the high-potential category for pivot-ready firms. Their expertise in mission-critical system architecture and full-stack development provides the technical foundation required to implement sophisticated AI pipelines, RAG systems, and multi-agent workflows. As they focus on bespoke engineering rather than generic staffing or low-value services, they demonstrate the capability to transition into high-value AI Forward Deployed Engineering.",Orbis Screened,raw
MINDCORE P/S,mindcore p s,DK,Denmark,7000000.0,1200000.0,,17,6202,Unknown,False,,True,"MINDCORE P/S is a specialized Danish IT consultancy focused on high-end cloud infrastructure, data platform engineering, and custom application development, which aligns with our 'High Potential' criteria for pivotable engineering firms. Their deep expertise in Microsoft Azure and advanced data architecture provides a strong technical foundation to effectively deploy and scale AI-driven RAG pipelines and enterprise-grade multi-agent workflows. Their focus on high-value digital transformation rather than commodity IT services makes them a prime candidate for an AI-native service expansion.",Orbis Screened,raw
ORBIS PEOPLE GMBH,orbis people gmbh,DE,DACH,6700000.0,1200000.0,,35,6201,Unknown,False,,True,"Orbis People GmbH is a specialized software engineering firm with strong technical capabilities in cloud-native development and enterprise digital transformation, which aligns with the high-potential category for pivoting to AI scaling. Their focus on bespoke complex software solutions provides the necessary engineering foundation to implement advanced RAG pipelines and custom AI deployments. While they operate as a consultancy, their high-value project portfolio suggests the maturity required to integrate AI-driven workflows into enterprise environments effectively.",Orbis Screened,raw
GANG OF GEEKS,gang of geeks,BE,Benelux,5800000.0,2700000.0,,18,6202,Unknown,False,,True,"Gang of Geeks operates as a specialized software consultancy with strong engineering capabilities in cloud-native development and data architecture. Their service profile aligns with our High Potential criteria, as their deep technical expertise in custom backend and cloud systems provides a scalable foundation for pivoting into AI-integrated pipelines and RAG implementations for enterprise clients. Given their NACE 6202 classification and current project focus on complex software engineering, they are well-positioned to evolve into an FDE service provider.",Orbis Screened,raw
